Type,Name,Rating,Phone,Address,Website,Hours of Operation,Google Maps URL
bakery,Tim Hortons,3.5,(403) 250-9975,"240 16 Ave NE, Calgary, AB T2E 1J8, Canada",https://locations.timhortons.ca/en/ab/calgary/240-16th-ave-ne/,"[""Monday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJa9I26kBlcVMRmCIG6QeZoOc
bakery,Tim Hortons,3.7,(403) 291-2966,"1341 32 Ave NE, Calgary, AB T2E 7Z5, Canada",https://locations.timhortons.ca/en/ab/calgary/1341-32nd-ave-ne/,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",https://www.google.com/maps/place/?q=place_id:ChIJpRO16htlcVMRJ0Ak6tvVaQQ
bakery,Tim Hortons,3.5,(403) 255-8700,"200, 10233 Elbow Dr SW Unit 200, Calgary, AB T2W 1E8, Canada",https://locations.timhortons.ca/en/ab/calgary/200-10233-elbow-dr-sw/,"[""Monday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJx9CAC0hxcVMR0u9058pefaA
bakery,Real Canadian Superstore Heritage Meadows Way,4.1,(403) 692-6220,"20 Heritage Meadows Way SE #100, Calgary, AB T2H 0B5, Canada",https://www.realcanadiansuperstore.ca/store-locator/details/1539?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJ_TSn3-twcVMRgbZUhT0DSb4
bakery,Real Canadian Superstore Signal Hill Center,4,(403) 686-8036,"5858 Signal Hill Centre SW, Calgary, AB T3H 3P8, Canada",https://www.realcanadiansuperstore.ca/store-locator/details/1577?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJNS4lbgBycVMRJKUoQXCqvDQ
bakery,Tim Hortons,3.7,(403) 236-3749,"11488 24 St SE Unit 400, Calgary, AB T2Z 4C9, Canada",https://locations.timhortons.ca/en/ab/calgary/11488-24th-street-se/,"[""Monday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJm4JFIEd3cVMRAfFaoXSOEIY
bakery,Tim Hortons,3.1,(403) 236-2123,"3619 61 Ave SE Unit 4000, Calgary, AB T2C 4T8, Canada",https://locations.timhortons.ca/en/ab/calgary/3619-61st-ave-se/,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",https://www.google.com/maps/place/?q=place_id:ChIJsc49j2t6cVMRD_7hHUAI_OY
bakery,Tim Hortons,3.6,(403) 730-0556,"1185 49 Ave NE, Calgary, AB T2E 8V2, Canada",https://locations.timhortons.ca/en/ab/calgary/1185-49th-ave-ne/,"[""Monday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJh0iAUqplcVMRG9bcGgHlAfI
bakery,Real Canadian Superstore Southport Road,4.1,(403) 225-6223,"10505 Southport Rd SW, Calgary, AB T2W 3N2, Canada",https://www.realcanadiansuperstore.ca/store-locator/details/1574?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJMatlqzZxcVMRFnEPgSAW_6w
bakery,Tim Hortons,3.2,(403) 767-9957,"665 8 St SW Suite 120, Calgary, AB T2P 3K7, Canada",https://locations.timhortons.ca/en/ab/calgary/665-8th-st-sw/,"[""Monday: 5:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 5:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200911:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJSeW6uuNvcVMRGGZwOlMXQu8
bicycle_store,"Toys""R""Us",3.7,(403) 974-8686,"10450 Macleod Trail SE, Calgary, AB T2J 0P8, Canada",https://www.toysrus.ca/en/storelocator?utm_source=Google&utm_medium=lpm&utm_campaign=toysrus,"[""Monday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20095:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJTSr__jNxcVMRw_UsTX4IIDk
bicycle_store,The Bike Shop South,4.6,(403) 253-7717,"7413 Macleod Trail SW, Calgary, AB T2H 0L8, Canada",http://www.thebikeshop.com/,"[""Monday: Closed"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJ49MFaSNxcVMRoDv12NPAKyI
bicycle_store,"Toys""R""Us",4,(403) 974-8680,"2929 32 Ave NE, Calgary, AB T1Y 6J1, Canada",https://www.toysrus.ca/en/storelocator?utm_source=Google&utm_medium=lpm&utm_campaign=toysrus,"[""Monday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20095:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJtQOCg8JkcVMRzFZZhuLPSTU
bicycle_store,Barnes Powersports Blackfoot,4.4,(403) 243-2636,"6 Highfield Cir SE, Calgary, AB T2G 5N5, Canada",http://www.blackfootonline.com/,"[""Monday: Closed"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",https://www.google.com/maps/place/?q=place_id:ChIJExxgtWVwcVMR_b37ZPR5W6A
bicycle_store,MEC Calgary,4.3,(403) 269-2420,"830 10 Ave SW, Calgary, AB T2R 0A9, Canada",https://www.mec.ca/en/stores/calgary?utm_medium=organic&utm_source=google&utm_campaign=my-business-listings&utm_content=calgary,"[""Monday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJLW6NEeFvcVMRZvx9afaULSw
bicycle_store,Sport Chek,3.9,(403) 286-3375,"3625 Shaganappi Trail NW Unit 100W, Calgary, AB T3A 0E2, Canada",https://www.sportchek.ca/en/store-details/ab/market-mall-sport-chek-309.html?utm_source=google&utm_medium=organic&utm_content=309,"[""Monday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJVXhqzR5vcVMR7X7FzuJhJfU
bicycle_store,Sports Rent,4.2,(403) 292-0077,"4424 16 Ave NW, Calgary, AB T3B 0M4, Canada",http://www.sportsrent.ca/,"[""Monday: 6:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u20099:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJVQeQYfhucVMRAILBXGEliwA
bicycle_store,Sport Chek,3.5,(403) 249-4303,"1200 37 Street SW #54, Calgary, AB T3C 1S2, Canada",https://www.sportchek.ca/en/store-details/ab/westbrook-mall-sport-chek-381.html?utm_source=google&utm_medium=organic&utm_content=381,"[""Monday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20095:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJGVYEGzpucVMRBGnHCTKDEgM
bicycle_store,Sport Chek,3.9,(403) 410-9690,"33 Heritage Meadows Way SE #1160, Calgary, AB T2H 3B8, Canada",https://www.sportchek.ca/en/store-details/ab/deerfoot-meadows-sport-chek-270.html?utm_source=google&utm_medium=organic&utm_content=270,"[""Monday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJjVJUw-lwcVMR-i-RrD_C2QE
bicycle_store,B & P Cycle and Sports,4.3,(403) 272-7141,"1717 52 St. SE, Calgary, AB T2A 1V1, Canada",http://www.bpcycle.com/,"[""Monday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",https://www.google.com/maps/place/?q=place_id:ChIJc8G7Exp7cVMRPqSdlr3gvIc
bicycle_store,The Bike Shop Central,4.7,(403) 264-0735,"801 11 Ave SW, Calgary, AB T2R 0E6, Canada",http://www.thebikeshop.com/,"[""Monday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",https://www.google.com/maps/place/?q=place_id:ChIJOcLGvOFvcVMRBa8WiyHZvc4
bicycle_store,Sport Chek,3.8,(403) 255-2161,"6455 Macleod Trail SW Unit L6, Calgary, AB T2H 0K9, Canada",https://www.sportchek.ca/en/store-details/ab/chinook-centre-sport-chek-310.html?utm_source=google&utm_medium=organic&utm_content=310,"[""Monday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJsXQOEv9wcVMRcf-irAriXIQ
bicycle_store,Ridley's Cycle,4.9,(403) 283-1421,"223 10 St NW, Calgary, AB T2N 1V5, Canada",https://www.ridleys.com/about/calgary-pg333.htm?utm_source=localsearch&utm_medium=organic&utm_campaign=gbp,"[""Monday: Closed"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",https://www.google.com/maps/place/?q=place_id:ChIJpwV80e5vcVMRBsL-06ZuXI0
bicycle_store,Bow Cycle & Sports,4.4,(403) 288-5422,"6501 Bowness Rd NW, Calgary, AB T3B 0E8, Canada",https://www.bowcycle.com/,"[""Monday: Closed"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJHegx78JucVMRdOHKSq4UjJE
