Type,Name,Rating,Phone,Address,Website,Hours of Operation,Google Maps URL
bakery,Tim Hortons,3.7,(403) 236-3749,"11488 24 St SE Unit 400, Calgary, AB T2Z 4C9, Canada",https://locations.timhortons.ca/en/ab/calgary/11488-24th-street-se/,"[""Monday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 5:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJm4JFIEd3cVMRAfFaoXSOEIY
bakery,Sobeys - McKenzie Towne,4.2,(403) 257-4343,"20 McKenzie Towne Ave SE, Calgary, AB T2Z 3S7, Canada",http://www.sobeys.com/en/stores/sobeys-mckenzie-towne/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJE7dY6ZN3cVMR-510jH9d-9U
bakery,Tim Hortons,3.5,(403) 250-9975,"240 16 Ave NE, Calgary, AB T2E 1J8, Canada",https://locations.timhortons.ca/en/ab/calgary/240-16th-ave-ne/,"[""Monday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJa9I26kBlcVMRmCIG6QeZoOc
bakery,Sobeys - Strathcona Square,4.2,(403) 242-0644,"555 Strathcona Blvd SW #300, Calgary, AB T3H 2Z9, Canada",http://www.sobeys.com/en/stores/sobeys-strathcona-square/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJQxfd53BucVMRvKt0vcvLHVs
bakery,Tim Hortons,3.7,(403) 291-2966,"1341 32 Ave NE, Calgary, AB T2E 7Z5, Canada",https://locations.timhortons.ca/en/ab/calgary/1341-32nd-ave-ne/,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",https://www.google.com/maps/place/?q=place_id:ChIJpRO16htlcVMRJ0Ak6tvVaQQ
bakery,Tim Hortons,3.5,(403) 255-8700,"200, 10233 Elbow Dr SW Unit 200, Calgary, AB T2W 1E8, Canada",https://locations.timhortons.ca/en/ab/calgary/200-10233-elbow-dr-sw/,"[""Monday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u200911:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJx9CAC0hxcVMR0u9058pefaA
bakery,Real Canadian Superstore Heritage Meadows Way,4.1,(403) 692-6220,"20 Heritage Meadows Way SE #100, Calgary, AB T2H 0B5, Canada",https://www.realcanadiansuperstore.ca/store-locator/details/1539?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJ_TSn3-twcVMRgbZUhT0DSb4
bakery,Real Canadian Superstore Signal Hill Center,4,(403) 686-8036,"5858 Signal Hill Centre SW, Calgary, AB T3H 3P8, Canada",https://www.realcanadiansuperstore.ca/store-locator/details/1577?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJNS4lbgBycVMRJKUoQXCqvDQ
bakery,Tim Hortons,3.1,(403) 236-2123,"3619 61 Ave SE Unit 4000, Calgary, AB T2C 4T8, Canada",https://locations.timhortons.ca/en/ab/calgary/3619-61st-ave-se/,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",https://www.google.com/maps/place/?q=place_id:ChIJsc49j2t6cVMRD_7hHUAI_OY
bakery,Tim Hortons,3.6,(403) 730-0556,"1185 49 Ave NE, Calgary, AB T2E 8V2, Canada",https://locations.timhortons.ca/en/ab/calgary/1185-49th-ave-ne/,"[""Monday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJh0iAUqplcVMRG9bcGgHlAfI
bakery,Real Canadian Superstore Southport Road,4.1,(403) 225-6223,"10505 Southport Rd SW, Calgary, AB T2W 3N2, Canada",https://www.realcanadiansuperstore.ca/store-locator/details/1574?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJMatlqzZxcVMRFnEPgSAW_6w
bakery,Tim Hortons,3.2,(403) 767-9957,"665 8 St SW Suite 120, Calgary, AB T2P 3K7, Canada",https://locations.timhortons.ca/en/ab/calgary/665-8th-st-sw/,"[""Monday: 5:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 5:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200911:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJSeW6uuNvcVMRGGZwOlMXQu8
bakery,Tim Hortons,3.7,(403) 248-0000,"120 Chestermere Station Way #300, Chestermere, AB T1X 1V3, Canada",https://locations.timhortons.ca/en/ab/chestermere/120-chestermere-station-way/,"[""Monday: 5:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 5:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 5:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 5:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Friday: 5:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 5:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 5:00\u202fAM\u2009\u2013\u200911:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJpw1smqd9cVMRFcIX_BqHCXQ
bakery,Tim Hortons,3.6,(403) 250-3395,"2021 Pegasus Rd NE, Calgary, AB T2E 8C3, Canada",https://locations.timhortons.ca/en/ab/calgary/2021-pegasus-rd-ne/,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",https://www.google.com/maps/place/?q=place_id:ChIJ1ZyAJvpkcVMRcKdfjTjGYcE
bakery,Tim Hortons,3.5,(403) 275-4688,"6460 Centre St NE, Calgary, AB T2K 5C5, Canada",https://locations.timhortons.ca/en/ab/calgary/6460-centre-st-ne/,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",https://www.google.com/maps/place/?q=place_id:ChIJxUoJPbllcVMRA_NKjGAXmpM
bakery,Tim Hortons,3.2,(403) 570-8234,"5279 72 Ave SE, Calgary, AB T2C 3H3, Canada",https://locations.timhortons.ca/en/ab/calgary/5279-72nd-ave-se/,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",https://www.google.com/maps/place/?q=place_id:ChIJn5YhtTx6cVMR6eUg3-vquL0
bakery,Safeway Kensington Calgary,4,(403) 270-3054,"410 10 St NW, Calgary, AB T2N 1V9, Canada",https://www.safeway.ca/find-a-store/store/8824-safeway-kensington?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJk73Xne5vcVMRrbsWE50HGcA
bakery,Cakeworks,4.6,(403) 571-2253,"3132 26 St NE, Calgary, AB T1Y 6Z1, Canada",http://www.eatcake.ca/,"[""Monday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Sunday: Closed""]",https://www.google.com/maps/place/?q=place_id:ChIJ5e_KZt1kcVMR-1DfxKKOPQs
bakery,Sobeys - Cranston,4.2,(403) 257-9700,"356 Cranston Rd SE #3000, Calgary, AB T3M 0S9, Canada",http://www.sobeys.com/en/stores/sobeys-cranston/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJi3oNg4GdcVMRcoKGD_0EkXU
bakery,Tim Hortons,3.2,(403) 248-5522,"3800 Memorial Dr Unit 1223, Calgary, AB T2A 2K2, Canada",https://locations.timhortons.ca/en/ab/calgary/3800-memorial-dr-ne/,"[""Monday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJlw6HcS57cVMR4m41hC3HID0
bakery,Decadent Brulee,4.3,(403) 245-5535,"722 11 Ave SW, Calgary, AB T2R 0E4, Canada",http://www.decadentbrulee.ca/,"[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: Closed"", ""Thursday: Closed"", ""Friday: 12:00\u2009\u2013\u20094:00\u202fPM"", ""Saturday: 12:00\u2009\u2013\u20094:00\u202fPM"", ""Sunday: Closed""]",https://www.google.com/maps/place/?q=place_id:ChIJM3O3j-FvcVMRpGyUBlA9XH4
bakery,Tim Hortons,3,(587) 625-9173,"303 Shawville Blvd SE Unit 400, Calgary, AB T2Y 2Z3, Canada",https://locations.timhortons.ca/en/ab/calgary/303-shawville-blvd-se/,"[""Monday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 6:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJHY0d5td1cVMRyp3TcGdo2rM
bakery,Sobeys - Bridlewood,4.2,(403) 873-0101,"2335 162 Ave SW #100, Calgary, AB T2Y 4S6, Canada",http://www.sobeys.com/en/stores/sobeys-bridlewood/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJh2loCEx0cVMRsZ_MvMgwdFk
bakery,Cookie Mama,4,(403) 266-5431,"1508 14 St SW, Calgary, AB T3C 1C9, Canada",http://www.cookiemamacalgary.com/,"[""Monday: 1:00\u2009\u2013\u20095:00\u202fAM"", ""Tuesday: 1:00\u2009\u2013\u20095:00\u202fAM"", ""Wednesday: 1:00\u2009\u2013\u20095:00\u202fAM"", ""Thursday: 1:00\u2009\u2013\u20095:00\u202fAM"", ""Friday: 1:00\u2009\u2013\u20095:00\u202fAM"", ""Saturday: 1:00\u2009\u2013\u20095:00\u202fAM"", ""Sunday: Closed""]",https://www.google.com/maps/place/?q=place_id:ChIJDyQdUaV6cVMRaDou0Q7FOlE
bakery,Real Canadian Superstore Country Village Road,4,(403) 567-4201,"100 Country Village Rd NE Unit 25, Calgary, AB T3K 5Z2, Canada",https://www.realcanadiansuperstore.ca/store-locator/details/1543?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,"[""Monday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",https://www.google.com/maps/place/?q=place_id:ChIJUTrtLu5mcVMR6tgNpruU_Y4
